CodeBERT_Prediction,CodeT5_Prediction,MulaRec_Prediction,Correct_Model_Names,Correct_API_Sequence,CodeBERT_Achievement_Rate,CodeT5_Achievement_Rate,MulaRec_Achievement_Rate,CodeBERT_Head_API_Rate,CodeT5_Head_API_Rate,MulaRec_Head_API_Rate
['list<string>.add'],"['list<string>.addlist<string', '>.sizelist<string', '>.getlist<string', '>.sizelist<string', '>.getlist<string', '>.sizelist<string', '>.getlist<string', '>.sizelist<string', '>.getlist<string', '>.sizelist<string', '>.getlist<string', '>.sizelist<string', '>.getlist<string', '>.sizelist<string', '>.getlist<string', '>.sizelist<']","['string.formatlist<string', '>.add']",MulaRec,"['string.formatlist<string', '>.add']",0.8380952380952381,0.0,0.0,1.0,0.0,0.0
"['node.getattributes', 'namednodemap.getlength', 'namednodemap.item']",['node.getnodetype'],"['node.getnodetype', 'node.getnodename', 'element.cast', 'element.getattributes', 'namednodemap.getlength', 'namednodemap.item', 'node.getnodename', 'string.startswith', 'string.equals', 'string.indexof', 'string.substring']",CodeT5,['node.getnodetype'],0.7368062997280773,0.8333333333333334,0.9850412139158852,0.0,0.0,0.45454545454545453
"['parameter.getsuffix', 'parameter.getprefixstring']","['parameter.getsuffix', 'parameter.getdatastring', 'parameter.getprefix']","['parameter.getsuffix', 'parameter.getdata', 'string.substring']",CodeT5,"['parameter.getsuffix', 'parameter.getdatastring', 'parameter.getprefix']",0.0,0.0,0.0,0.0,0.0,0.3333333333333333
['treeset<integer>.size'],"['list<integer>.sizelist<integer', '>.get']","['list<integer>.sizelist<integer', '>.getiterator<integer', '>.next']",MulaRec,"['list<integer>.sizelist<integer', '>.getiterator<integer', '>.next']",0.0,0.0,0.0,0.0,0.0,0.0
"['clienthandler.startlocalbeat', 'clienthandler.fireconnectedlisteners']","['clienthandler.startlocalheartbeat', 'clienthandler.fireconnectedlisteners']","['clienthandler.startlocalized', 'clienthandler.firestatelisteners']",CodeT5,"['clienthandler.startlocalheartbeat', 'clienthandler.fireconnectedlisteners']",0.0,0.0,0.0,0.0,0.0,0.0
"['graphics2d.setcolor', 'graphics2d.drawstring']",['graphics2d.drawimage'],"['graphics2d.setcolor', 'graphics2d.fillrect', 'graphics2d.setcolor', 'graphics2d.drawrect']",CodeT5,['graphics2d.drawimage'],0.7434563018276681,0.75,0.9200436490429938,0.5,1.0,0.5
['scanner.nextline'],"['scanner.nextline', 'string.equals']","['hashmap<integer>.containskeyhashmap<integer', '>.get']",CodeBERT,['scanner.nextline'],0.8391608391608392,0.7387493118443805,0.0,1.0,1.0,0.0
"['processbuilder.start', 'process.waitfor', 'process.destroy']","['processbuilder.redirecterrorstream', 'processbuilder.start', 'process.getinputstream', 'bufferedreader.<init>', 'inputstreamreader.<init>', 'bufferedreader.readline', 'string.startswith', 'string.split', 'integer.parseint', 'string.startswith', 'string.split', 'integer.parseint', 'string.startswith', 'string.split', 'integer.parseint', 'string.startswith', 'string.split', 'integer.parseint', 'string.startswith', 'string.split', 'integer.parseint', 'string.startswith', 'string.split', 'integer.parseint', 'string.startswith', 'string.split']","['processbuilder.redirecterrorstream', 'processbuilder.start', 'process.getinputstream', 'bufferedreader.<init>', 'inputstreamreader.<init>', 'bufferedreader.readline', 'string.contains', 'string.split', 'process.waitfor']",MulaRec,"['processbuilder.redirecterrorstream', 'processbuilder.start', 'process.getinputstream', 'bufferedreader.<init>', 'inputstreamreader.<init>', 'bufferedreader.readline', 'string.contains', 'string.split', 'process.waitfor']",0.6299605249474366,0.6540948166390678,0.9868273453740448,0.0,0.8846153846153846,0.5555555555555556
"['graphics.drawline', 'thread.sleep']","['graphics2d.filloval', 'color.<init>', 'graphics2d.setcolor', 'graphics2d.filloval', 'color.<init>', 'graphics2d.setcolor', 'graphics2d.filloval', 'color.<init>', 'graphics2d.setcolor', 'graphics2d.filloval', 'color.<init>', 'graphics2d.setcolor', 'graphics2d.filloval', 'color.<init>', 'graphics2d.setcolor', 'graphics2d.fillovalcolor']","['graphics.drawline', 'color.<init>', 'graphics.setcolor', 'graphics.drawline', 'color.<init>', 'graphics.setcolor', 'graphics.drawline']",MulaRec,"['graphics.drawline', 'color.<init>', 'graphics.setcolor', 'graphics.drawline', 'color.<init>', 'graphics.setcolor', 'graphics.drawline']",0.8515068635183899,0.0,0.9600125998572859,0.5,0.625,0.5714285714285714
['string.equals'],"['string.equals', 'frame.instance', 'frame.cast', 'frame.settitle', 'frame.settitle', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals', 'frame.instance', 'string.equals']","['string.equals', 'frame.gettoolkit', 'printjob.getgraphics', 'frame.printall', 'printjob.end', 'string.equals']",MulaRec,"['string.equals', 'frame.gettoolkit', 'printjob.getgraphics', 'frame.printall', 'printjob.end', 'string.equals']",0.7735449735449735,0.8238252482351721,0.0,1.0,0.46875,0.3333333333333333
['graphics.setclip'],"['graphics.clip', 'rectangle.<init>', 'rectangle.intersection', 'graphics.translate', 'rectangle.isempty', 'rectangle.<init>', 'rectangle.intersection', 'graphics.translate', 'rectangle.isempty', 'rectangle.<init>', 'rectangle.intersection', 'graphics.translate', 'rectangle.isempty', 'rectangle.<init>', 'rectangle.intersection', 'graphics.translate', 'rectangle.isempty', 'rectangle.<init>', 'rectangle.intersection', 'graphics.translate', 'rectangle.isempty', 'rectangle.<init>', 'rectangle.intersection', 'graphics.translate', 'rectangle.isem']","['graphics.setforegroundcolor', 'graphics.setbackgroundcolor', 'graphics.fillrect']",CodeBERT,['graphics.setclip'],0.0,0.0,0.0,0.0,0.24,0.3333333333333333
"['number.cast', 'number.longvalue', 'number.bytevalue', 'byte.<init>']","['number.cast', 'number.bytevalue', 'number.longvalue', 'number.bytevalue', 'byte.<init>']","['number.cast', 'number.bytevalue', 'number.longvalue', 'number.intvalue', 'integer.valueof']",CodeT5,"['number.cast', 'number.bytevalue', 'number.longvalue', 'number.bytevalue', 'byte.<init>']",0.8877558257984571,0.9566493193691825,0.9920834366283325,0.25,0.2,0.4
['system.exit'],['integer.cast'],['string.cast'],MulaRec,['string.cast'],0.888015717092338,0.9210526315789473,0.9788867562380038,1.0,1.0,1.0
['integer.tostring'],"['arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.add', 'arraylist.<init>', 'list.']",['integer.<init>'],MulaRec,['integer.<init>'],0.7819905213270142,0.0,0.9917355371900827,1.0,0.9545454545454546,1.0
['thread.sleep'],['dataoutputstream.flush'],"['runtime.getruntime', 'long.tostring', 'runtime.getruntime', 'long.tostring']",CodeBERT,['thread.sleep'],0.8976982097186701,0.9166666666666666,0.9766504768063926,1.0,0.0,0.5
['string.equals'],"['arraylist<string>.<init>arraylist<string', '>.addarraylist<string', '>.sizearraylist<string', '>.getarraylist<string', '>.sizearraylist<string', '>.getarraylist<string', '>.sizearraylist<string', '>.getarraylist<string', '>.sizearraylist<string', '>.getarraylist<string', '>.sizearraylist<string', '>.getarraylist<string', '>.sizearraylist<string>']",['string.equalsignorecase'],MulaRec,['string.equalsignorecase'],0.7735449735449735,0.0,0.9791666666666666,1.0,0.0,1.0
"['string.charat', 'stringbuffer.append', 'stringbuffer.tostring']","['stringbuffer.append', 'stringbuffer.tostring']","['string.charat', 'stringbuffer.append', 'string.charat', 'stringbuffer.append', 'stringbuffer.tostring']",MulaRec,"['string.charat', 'stringbuffer.append', 'string.charat', 'stringbuffer.append', 'stringbuffer.tostring']",0.963359925585858,0.9692100503580937,0.9972435368755208,1.0,1.0,1.0
['jbutton.setenabled'],"['jradiobutton.isselected', 'propertychangelistener.<init>', 'jradiobutton.isselected', 'propertychangelistener.<init>', 'jradiobutton.isselected', 'propertychangelistener.<init>', 'jradiobutton.isselected', 'propertychangelistener.<init>', 'jradiobutton.isselected', 'propertychangelistener.<init>', 'jradiobutton.isselected', 'propertychangelistener.<init>', 'jradiobutton.isselectedproperty']",['jradiobutton.isselected'],MulaRec,['jradiobutton.isselected'],0.4507042253521127,0.0,0.8888888888888888,1.0,0.0,0.0
['vertex.tostring'],"['vertex.tostring', 'vertex.<init>', 'vertex.setindex', 'vertex.tostring']",['vertex.setmark'],CodeBERT,['vertex.tostring'],1.0,0.0,0.0,0.0,0.0,0.0
"['point.getx', 'dimension.getwidth', 'dimension.getheight', 'dimension.<init>']","['point.getx', 'dimension.getwidth', 'point.gety', 'dimension.getheight', 'dimension.getwidth', 'dimension.getheight']","['point.getx', 'dimension.getwidth', 'point.gety', 'dimension.getheight', 'jscrollpane.getpreferredsize', 'dimension.getheight', 'dimension.getwidth', 'dimension.<init>', 'jscrollpane.setpreferredsize']",MulaRec,"['point.getx', 'dimension.getwidth', 'point.gety', 'dimension.getheight', 'jscrollpane.getpreferredsize', 'dimension.getheight', 'dimension.getwidth', 'dimension.<init>', 'jscrollpane.setpreferredsize']",0.6867708055092393,0.8231631498129045,0.0,0.25,0.0,0.1111111111111111
"['graphics2d.setcolor', 'graphics2d.drawline']","['math.cos', 'math.sin', 'math.cos', 'math.sin', 'math.cos', 'math.sin', 'math.cos', 'math.sin', 'math.cos', 'math.sin', 'math.cos', 'math.sin', 'math.cos', 'math.sin', 'math.cos', 'math.sin', 'math.cos', 'math.sin', 'graphics2d.setpaint', 'graphics2d.fill', 'graphics2d.setpaint', 'graphics2d.draw']","['generalpath.<init>', 'generalpath.moveto', 'generalpath.lineto']",CodeBERT,"['graphics2d.setcolor', 'graphics2d.drawline']",0.613888836950332,0.7114988592113034,0.9838681468061969,0.5,0.8181818181818182,0.3333333333333333
['jrootpane.getrootpane'],"['jrootpane.getinputmap', 'keystroke.getkeystroke', 'inputmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'keystroke.getkeystroke', 'inputmap.put', 'keystroke.getkeystroke', 'inputmap.putkey']",['jrootpane.putclientproperty'],MulaRec,['jrootpane.putclientproperty'],0.0,0.0,0.0,0.0,0.47368421052631576,0.0
"['arraylist<integer>.get', 'double.doublevalue']","['map<integer>.valuesarraylist<double', '>.<init>arraylist<double', '>.addmap<integer', '>.valuesarraylist<double', '>.addmap<integer', '>.valuesarraylist<double', '>.add']","['system.exit', 'double.doublevaluearraylist<integer', '>.size', 'double.<init>']",MulaRec,"['system.exit', 'double.doublevaluearraylist<integer', '>.size', 'double.<init>']",0.9354143466934853,0.0,0.0,0.0,0.0,0.5
"['enumeration.hasmoreelements', 'enumeration.nextelement', 'math.abs']","['enumeration.hasmoreelements', 'enumeration.nextelement']","['enumeration.hasmoreelements', 'enumeration.nextelement', 'utils.gr', 'utils.maxindex', 'utils.normalize']",MulaRec,"['enumeration.hasmoreelements', 'enumeration.nextelement', 'utils.gr', 'utils.maxindex', 'utils.normalize']",0.9298315652632735,0.9888264649460884,0.9994438261296825,1.0,1.0,0.4
['vertex.addcluster'],['cluster.add'],['vertex.addneighbor'],CodeT5,['cluster.add'],0.0,1.0,1.0,0.0,0.0,0.0
['vertex>.add'],"['vertex>.containsvertex', '>.addvertex', '>.containsvertex', '>.add']","['vertex>.containsvertex', '>.addvertex', '>.isemptyvertex', '>.pollfirstvertex', '>.containsvertex', '>.add']",MulaRec,"['vertex>.containsvertex', '>.addvertex', '>.isemptyvertex', '>.pollfirstvertex', '>.containsvertex', '>.add']",0.0,0.0,0.0,0.0,0.0,0.0
['printwriter.println'],['math.max'],['string.length'],CodeBERT,['printwriter.println'],0.7973856209150327,0.6870967741935484,0.9872915011914217,1.0,1.0,1.0
"['reader.getallinstruments', 'reader.getclass', 'imageicon.<init>', 'jlabel.seticon', 'reader.getclass', 'imageicon.<init>', 'jlabel.seticon', 'reader.getcontentpane', 'grouplayout.<init>', 'reader.getcontentpane', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroupreader']","['jbutton.<init>', 'jlabel.settext', 'jbutton.settext', 'actionlistener.<init>', 'jbutton.addactionlistener', 'grouplayout.<init>', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroupgrouplay']","['jbutton.<init>', 'reader.setdefaultcloseoperation', 'reader.settitle', 'font.<init>', 'jlabel.setfont', 'jlabel.settext', 'jbutton.settext', 'actionlistener.<init>', 'jbutton.addactionlistener', 'reader.loginactionperformed', 'reader.getcontentpane', 'grouplayout.<init>', 'reader.getcontentpane', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.createparallelgroup', 'reader.pack']",MulaRec,"['jbutton.<init>', 'reader.setdefaultcloseoperation', 'reader.settitle', 'font.<init>', 'jlabel.setfont', 'jlabel.settext', 'jbutton.settext', 'actionlistener.<init>', 'jbutton.addactionlistener', 'reader.loginactionperformed', 'reader.getcontentpane', 'grouplayout.<init>', 'reader.getcontentpane', 'grouplayout.sethorizontalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.setverticalgroup', 'grouplayout.createparallelgroup', 'grouplayout.createsequentialgroup', 'grouplayout.createparallelgroup', 'reader.pack']",0.0,0.0,0.0,0.3125,0.5384615384615384,0.42857142857142855
"['documentbuilderfactory.newdocumentbuilder', 'stringreader.<init>', 'inputsource.<init>', 'documentbuilder.parse']","['documentbuilderfactory.newdocumentbuilder', 'stringreader.<init>', 'inputsource.<init>', 'documentbuilder.parse', 'document.getdocumentelement']","['documentbuilderfactory.newdocumentbuilder', 'stringreader.<init>', 'inputsource.<init>', 'documentbuilder.parse', 'document.getdocumentelement', 'document.getelementsbytagname', 'nodelist.getlength', 'nodelist.item', 'element.cast']",CodeT5,"['documentbuilderfactory.newdocumentbuilder', 'stringreader.<init>', 'inputsource.<init>', 'documentbuilder.parse', 'document.getdocumentelement']",0.8327159847504021,0.6548962706815293,0.9786460032548523,0.0,0.0,0.2222222222222222
['bufferedimage.<init>'],['system.arraycopy'],"['graphics2d.drawimage', 'graphics2d.dispose']",MulaRec,"['graphics2d.drawimage', 'graphics2d.dispose']",0.7777777777777778,0.9079545454545455,1.0,1.0,1.0,0.5
['utils.gr'],"['utils.groreq', 'utils.maxindex', 'utils.sum', 'utils.maxindex', 'vector.<init>', 'utils.maxindex', 'vector.<init>', 'utils.gr', 'utils.maxindex', 'vector.<init>', 'utils.gr', 'utils.maxindex', 'vector.<init>', 'utils.gr']","['utils.groreq', 'utils.maxindex', 'utils.sum', 'utils.maxindex', 'vector.<init>', 'vector.size', 'utils.maxindex', 'vector.<init>', 'utils.gr', 'utils.maxindex', 'vector.size', 'vector.elementat']",MulaRec,"['utils.groreq', 'utils.maxindex', 'utils.sum', 'utils.maxindex', 'vector.<init>', 'vector.size', 'utils.maxindex', 'vector.<init>', 'utils.gr', 'utils.maxindex', 'vector.size', 'vector.elementat']",1.0,0.8268631784005631,0.9949720850665336,0.0,0.2857142857142857,0.4166666666666667
['integer.parseint'],"['simpledateformat.<init>', 'simpledateformat.parse', 'calendar.getinstance', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settime', 'calendar.get', 'calendar.settimecalendar']",['list.size'],MulaRec,['list.size'],0.8662900188323918,0.0,0.9807692307692307,1.0,0.07692307692307693,1.0
"['string.indexof', 'string.substring', 'string.length', 'string.substring']","['string.indexof', 'string.substring', 'string.indexof', 'string.substring']","['string.indexof', 'string.endswith', 'string.indexof', 'string.substring']",MulaRec,"['string.indexof', 'string.endswith', 'string.indexof', 'string.substring']",0.8286989769550809,0.7916585771528285,0.9794765585801729,1.0,1.0,1.0
['document.getlength'],['math.max'],"['document.getlength', 'document.remove']",CodeBERT,['document.getlength'],0.6666666666666666,0.6870967741935484,0.0,0.0,1.0,0.0
"['fileinputstream.<init>', 'image.<init>']","['fileinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject', 'image.cast', 'objectinputstream.close', 'fileinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject', 'image.cast', 'objectinputstream.close', 'fileinputstream.<init>', 'objectinputstream.<init>', 'objectinputstream.readobject', 'image.cast', 'objectinputstream.close', 'fileinputstream.<init>', 'objectinputstream.<init>']","['fileinputstream.<init>', 'image.<init>', 'system.exit', 'imageview.fitwidthproperty']",MulaRec,"['fileinputstream.<init>', 'image.<init>', 'system.exit', 'imageview.fitwidthproperty']",0.8381463299366442,0.9229106287234,0.0,0.5,0.4117647058823529,0.5
['color.<init>'],"['jlabel.<init>', 'font.<init>', 'jlabel.setfont', 'jlabel.setbounds', 'jlabel.<init>', 'font.<init>', 'jlabel.setfont', 'jlabel.setbounds', 'jlabel.<init>', 'font.<init>', 'jlabel.setfont', 'jlabel.setbounds', 'jlabel.<init>', 'font.<init>', 'jlabel.setfont', 'jlabel.setbounds', 'jlabel.<init>', 'font.<init>', 'jlabel.']",['font.<init>'],MulaRec,['font.<init>'],0.5876777251184834,0.0,0.936046511627907,1.0,0.5263157894736842,1.0
['util.getunicastprotocols'],"['util.getunicastprotocols', 'message.<init>', 'message.src', 'util.waituntilallchannelshavesameview', 'message.<init>', 'message.src', 'util.waituntilallchannelshavesameview', 'message.<init>', 'message.src', 'util.waituntilallchannelshavesameview', 'message.<init>', 'message.src', 'util.waituntilallchannelshavesameview', 'message.<init>', 'message.src', 'util.waituntilallchannelshavesameview']","['util.getunicastprotocols', 'arraylist.<init>', 'message.<init>', 'message.src', 'message.putheaderlist<message', '>.add', 'cyclicbarrier.<init>', 'thread.<init>', 'cyclicbarrier.awaitlist<message', '>.get', 'cyclicbarrier.await', 'thread.joinlist<integer', '>.size']",MulaRec,"['util.getunicastprotocols', 'arraylist.<init>', 'message.<init>', 'message.src', 'message.putheaderlist<message', '>.add', 'cyclicbarrier.<init>', 'thread.<init>', 'cyclicbarrier.awaitlist<message', '>.get', 'cyclicbarrier.await', 'thread.joinlist<integer', '>.size']",0.5,0.8933144160076367,0.0,0.0,0.0,0.15384615384615385
['propertyeditor.getcustomeditor'],"['jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.getclientproperty', 'jcomponent.cast', 'jcomponent.get']","['propertyeditor.gettags', 'propertyeditor.getastext', 'propertyeditor.getclass']",MulaRec,"['propertyeditor.gettags', 'propertyeditor.getastext', 'propertyeditor.getclass']",1.0,0.0,0.0,0.0,0.0,0.0
"['integer.parseint', 'system.exit', 'jframe.<init>', 'jframe.setsize', 'jframe.setdefaultcloseoperation', 'jframe.getcontentpane', 'jframe.setvisible']","['integer.parseint', 'system.exit', 'jframe.<init>', 'jframe.setsize', 'borderlayout.<init>', 'jframe.getcontentpane', 'windowadapter.<init>', 'jframe.addwindowlistener', 'jframe.dispose', 'system.exit', 'jframe.pack', 'jframe.setvisible']","['integer.parseint', 'system.exit', 'jframe.<init>', 'jframe.setsize', 'jframe.settitle', 'jframe.setdefaultcloseoperation', 'jframe.getcontentpane', 'jframe.setvisible']",MulaRec,"['integer.parseint', 'system.exit', 'jframe.<init>', 'jframe.setsize', 'jframe.settitle', 'jframe.setdefaultcloseoperation', 'jframe.getcontentpane', 'jframe.setvisible']",0.6609848526222963,0.0,0.9686329310000567,0.8571428571428571,0.75,0.75
"['integer.instance', 'integer.cast', 'integer.intvalue', 'byte.instance', 'byte.cast', 'byte.intvalue', 'character.instance', 'character.cast', 'character.charvalue', 'short.instance', 'short.cast', 'short.intvalue', 'boolean.instance', 'boolean.cast', 'boolean.booleanvalue', 'float.instance', 'float.cast', 'float.floatvalue', 'long.instance', 'long.cast', 'long.longvalue', 'double.instance', 'double.cast', 'double.doublevalue', 'string.instance', 'string.cast']","['integer.instance', 'integer.cast', 'integer.intvalue', 'byte.instance', 'byte.cast', 'byte.intvalue', 'character.instance', 'character.cast', 'character.charvalue', 'short.instance', 'short.cast', 'short.intvalue', 'boolean.instance', 'boolean.cast', 'boolean.booleanvalue', 'float.instance', 'float.cast', 'float.floatvalue', 'long.instance', 'long.cast', 'long.longvalue', 'double.instance', 'double.cast', 'double.doublevalue', 'string.instance', 'string.cast', 'type.instance', 'type.cast', 'type.getsort', 'type.']","['integer.instance', 'integer.cast', 'integer.intvalue', 'byte.instance', 'byte.cast', 'byte.intvalue', 'character.instance', 'character.cast', 'character.charvalue', 'short.instance', 'short.cast', 'short.intvalue', 'boolean.instance', 'boolean.cast', 'boolean.booleanvalue', 'float.instance', 'float.cast', 'float.floatvalue', 'long.instance', 'long.cast', 'long.longvalue', 'double.instance', 'double.cast', 'double.doublevalue', 'string.instance', 'string.cast', 'type.instance', 'type.cast', 'type.getsort', 'type.getinternalname', 'type.getdescriptor']",MulaRec,"['integer.instance', 'integer.cast', 'integer.intvalue', 'byte.instance', 'byte.cast', 'byte.intvalue', 'character.instance', 'character.cast', 'character.charvalue', 'short.instance', 'short.cast', 'short.intvalue', 'boolean.instance', 'boolean.cast', 'boolean.booleanvalue', 'float.instance', 'float.cast', 'float.floatvalue', 'long.instance', 'long.cast', 'long.longvalue', 'double.instance', 'double.cast', 'double.doublevalue', 'string.instance', 'string.cast', 'type.instance', 'type.cast', 'type.getsort', 'type.getinternalname', 'type.getdescriptor']",0.0,0.0,0.0,0.4230769230769231,0.36666666666666664,0.3870967741935484
"['map<bytebuffer,object>.cast', 'bytebuffer.cast', 'bytebuffer.array', 'string.<init>', 'url.<init>map<bytebuffer,object', '>.cast', 'messagedigest.getinstance', 'bytebuffer.array', 'messagedigest.update', 'messagedigest.digest', 'bytebuffer.wrap', 'integer.cast', 'integer.intvalue', 'bytebuffer.cast', 'bytebuffer.array', 'string.<init>', 'integer.cast', 'integer.intvalue', 'bytebuffer.cast', 'bytebuffer.array', 'system.array']","['map<bytebuffer,object>.cast', 'bytebuffer.cast', 'bytebuffer.array', 'string.<init>', 'url.<init>map<bytebuffer,object', '>.cast', 'messagedigest.getinstance', 'bytebuffer.array', 'messagedigest.update', 'messagedigest.digest', 'bytebuffer.wrap', 'integer.cast', 'integer.intvalue', 'bytebuffer.cast', 'bytebuffer.array', 'string.<init>', 'integer.cast', 'integer.intvalue', 'bytebuffer.cast', 'bytebuffer.array']","['map<bytebuffer,object>.cast', 'bytebuffer.cast', 'bytebuffer.array', 'string.<init>', 'url.<init>map<bytebuffer,object', '>.cast', 'messagedigest.getinstance', 'bytebuffer.array', 'messagedigest.update', 'messagedigest.digest', 'bytebuffer.wrap', 'integer.cast', 'integer.intvalue', 'bytebuffer.cast', 'bytebuffer.array', 'string.<init>', 'integer.cast', 'integer.intvalue', 'bytebuffer.cast', 'bytebuffer.array', 'system.arraycopy', 'bytebuffer.wrap']",MulaRec,"['map<bytebuffer,object>.cast', 'bytebuffer.cast', 'bytebuffer.array', 'string.<init>', 'url.<init>map<bytebuffer,object', '>.cast', 'messagedigest.getinstance', 'bytebuffer.array', 'messagedigest.update', 'messagedigest.digest', 'bytebuffer.wrap', 'integer.cast', 'integer.intvalue', 'bytebuffer.cast', 'bytebuffer.array', 'string.<init>', 'integer.cast', 'integer.intvalue', 'bytebuffer.cast', 'bytebuffer.array', 'system.arraycopy', 'bytebuffer.wrap']",0.0,0.0,0.0,0.2857142857142857,0.3,0.3181818181818182
['filter.usefilter'],"['filter.usefilterarraylist<integer', '>.<init>arraylist<integer', '>.addarraylist<integer', '>.sizearraylist<integer', '>.getarraylist<integer', '>.setarraylist<integer', '>.sizearraylist<integer', '>.getarraylist<integer', '>.set']","['filter.usefilter', 'utils.minindex', 'filter.usefilter']",MulaRec,"['filter.usefilter', 'utils.minindex', 'filter.usefilter']",0.9230769230769231,0.0,1.0,1.0,0.0,0.6666666666666666
['message.<init>'],"['hashmap<integer,node>.get', 'node.getprotocolhashmap<integer,node', '>.put', 'node.getprotocolhashmap<integer,node', '>.put', 'node.getprotocolhashmap<integer,node', '>.put', 'node.getprotocolhashmap<integer,node', '>.put', 'node.getprotocolhashmap<integer,node', '>.put', 'node.getprotocolhashmap<integer,node', '>.put', 'node.getprotocolhashmap<integer,node>']","['hashmap<integer,node>.keyset']",MulaRec,"['hashmap<integer,node>.keyset']",0.7272727272727273,0.0,0.0,0.0,0.0,0.0
