original_index,final_status,codebert_status,codet5_status,mularec_status,correct_api,final_api,codebert_api,codet5_api,mularec_api
19278,1,1,1,1,list.iterator,list.iterator,list.iterator,list.iterator,list.iterator
19280,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
19285,1,0,1,1,attribute.isstring,attribute.isstring,attribute.indexofvalue,attribute.isstring,attribute.isstring
19287,2,1,1,1,hashmap.inittable,none.none,hashmap.inittable,hashmap.inittable,hashmap.inittable
19291,2,1,1,1,timer.setdelay,none.none,timer.setdelay,timer.setdelay,timer.setdelay
19293,1,1,1,1,base64.flushbase64,base64.flushbase64,base64.flushbase64,base64.flushbase64,base64.flushbase64
19294,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
19295,0,0,0,0,math.acos,math.cos,math.cos,math.sin,math.cos
19296,2,0,0,0,stringbuffer.append,none.none,arraylist.<init>,arraylist<string>.<init>,actionevent.getsource
19298,2,0,0,1,vector<integer>.get,none.none,vector<integer>.elementat,vector<integer>.elementat,vector<integer>.get
19300,2,1,1,1,map<message>.entryset,none.none,map<message>.entryset,map<message>.entryset,map<message>.entryset
19302,1,1,1,1,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append
19303,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
19304,1,1,1,1,class.forname,class.forname,class.forname,class.forname,class.forname
19306,1,1,1,1,float.cast,float.cast,float.cast,float.cast,float.cast
19307,0,0,0,0,character.tostring,string.valueof,string.valueof,string.length,string.valueof
19308,1,1,1,1,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext
19312,2,1,1,0,position.getdistancetosegmentkm,none.none,position.getdistancetosegmentkm,position.getdistancetosegmentkm,arraylist<position>.<init>
19313,2,1,1,1,arraylist<double>.add,none.none,arraylist<double>.add,arraylist<double>.add,arraylist<double>.add
19314,1,1,1,1,bufferedoutputstream.write,bufferedoutputstream.write,bufferedoutputstream.write,bufferedoutputstream.write,bufferedoutputstream.write
19315,1,1,0,1,string.equals,string.equals,string.equals,string.length,string.equals
19316,1,1,1,1,utils.area,utils.area,utils.area,utils.area,utils.area
19317,2,1,1,1,deque<string>.removefirst,none.none,deque<string>.removefirst,deque<string>.removefirst,deque<string>.removefirst
19319,1,1,1,1,double.instance,double.instance,double.instance,double.instance,double.instance
19320,1,1,1,1,sequence.cast,sequence.cast,sequence.cast,sequence.cast,sequence.cast
19321,2,0,0,0,linkedlist.<init>,none.none,node.buildmismismismatchindex,"hashmap<string,integer>.<init>",node.buildmutationcount
19322,1,1,1,1,scanner.nextline,scanner.nextline,scanner.nextline,scanner.nextline,scanner.nextline
19327,0,0,1,0,file.length,fileinputstream.<init>,fileinputstream.<init>,file.length,fileinputstream.<init>
19328,1,1,0,1,linkedlist.<init>,linkedlist.<init>,linkedlist.<init>,linkedlist.size,linkedlist.<init>
19330,2,1,1,1,context.getint,none.none,context.getint,context.getint,context.getint
19332,2,1,1,0,manhattandistance.<init>,none.none,manhattandistance.<init>,manhattandistance.<init>,manhattandistance.calculate
19333,0,0,0,0,string.replaceall,stringbuffer.<init>,string.length,pattern.compile,stringbuffer.<init>
19335,1,1,1,1,stringbuilder.append,stringbuilder.append,stringbuilder.append,stringbuilder.append,stringbuilder.append
19342,1,1,1,1,set<string>.contains,set<string>.contains,set<string>.contains,set<string>.contains,set<string>.contains
19346,2,1,1,1,variablestack.push,none.none,variablestack.push,variablestack.push,variablestack.push
19350,2,1,1,1,graphics.dispose,none.none,graphics.dispose,graphics.dispose,graphics.dispose
19351,0,0,0,0,arraylist<string>.<init>,bufferedreader.readline,bufferedreader.readline,stringbuilder.<init>,bufferedreader.readline
19353,1,1,1,1,base64.flushbase64,base64.flushbase64,base64.flushbase64,base64.flushbase64,base64.flushbase64
19354,1,1,1,1,"entry<string,string>.getkey","entry<string,string>.getkey","entry<string,string>.getkey","entry<string,string>.getkey","entry<string,string>.getkey"
19358,0,0,0,0,file.tourl,audiosystem.getaudioinputstream,thread.sleep,audiosystem.getaudioinputstream,bufferedreader.readline
19359,0,0,0,1,string.equals,connection.cast,connection.cast,connection.cast,string.equals
19366,1,1,1,1,node.cast,node.cast,node.cast,node.cast,node.cast
19368,0,1,0,0,string.indexof,stringtokenizer.<init>,string.indexof,stringtokenizer.<init>,string.equals
19372,2,0,0,0,url.instance,none.none,audioinputstream.reset,audioinputstream.getformat,source.instance
19373,2,0,1,1,graphics.fillroundrect,none.none,math.round,graphics.fillroundrect,graphics.fillroundrect
19374,2,1,0,1,list<object>.get,none.none,list<object>.get,arraylist<object>.<init>,list<object>.get
19375,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
19377,1,1,1,1,midichannel.filenameurl,midichannel.filenameurl,midichannel.filenameurl,midichannel.filenameurl,midichannel.filenameurl
19378,1,1,0,1,tree.ispreterminal,tree.ispreterminal,tree.ispreterminal,tree.label,tree.ispreterminal
19379,1,1,1,1,map<string>.get,map<string>.get,map<string>.get,map<string>.get,map<string>.get
19380,2,0,1,1,jmenuitem.<init>,none.none,principal.setsize,jmenuitem.<init>,jmenuitem.<init>
19383,1,1,1,1,math.abs,math.abs,math.abs,math.abs,math.abs
19387,1,1,1,1,color.brighter,color.brighter,color.brighter,color.brighter,color.brighter
19388,2,1,1,1,tostringstyle.appendfieldstart,none.none,tostringstyle.appendfieldstart,tostringstyle.appendfieldstart,tostringstyle.appendfieldstart
19389,2,1,1,1,monthday.getdayofmonth,none.none,monthday.getdayofmonth,monthday.getdayofmonth,monthday.getdayofmonth
19392,1,1,1,1,random.<init>,random.<init>,random.<init>,random.<init>,random.<init>
19393,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
19394,0,0,0,0,object.hashcode,string.compareto,string.compareto,string.compareto,string.instance
19396,2,0,1,0,hashmap<integer>.containskey,none.none,"hashmap<integer,integer>.remove",hashmap<integer>.containskey,system.currenttimemillis
19399,2,0,0,0,tag.getvalue,none.none,string.split,utilities.formatbytes,string.format
19400,1,1,1,1,jframe.setvisible,jframe.setvisible,jframe.setvisible,jframe.setvisible,jframe.setvisible
19402,0,0,0,0,randomaccessfile.length,filereader.<init>,filereader.<init>,fileinputstream.<init>,string.length
19403,2,1,1,1,location.setstring,none.none,location.setstring,location.setstring,location.setstring
19407,1,0,1,1,jbutton.<init>,jbutton.<init>,defaulttablemodel.<init>,jbutton.<init>,jbutton.<init>
19409,2,0,1,1,weakreference.<init>,none.none,weakreference.get,weakreference.<init>,weakreference.<init>
19410,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
19412,1,1,1,1,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>,stringbuffer.<init>
19413,1,0,1,0,consolehandler.<init>,consolehandler.<init>,system.exit,consolehandler.<init>,integer.parseint
19416,2,1,0,0,arraylist.get,none.none,arraylist.get,arraylist<frame>.get,arraylist<frame>.get
19420,0,1,0,0,list.size,string.format,list.size,"map<string,string>.containskey",string.format
19425,2,0,1,0,consumer.getalternatives,none.none,consumer.getalternativenames,consumer.getalternatives,consumer.getseparations
19428,1,1,1,1,utils.doubletostring,utils.doubletostring,utils.doubletostring,utils.doubletostring,utils.doubletostring
19430,2,1,1,1,population.calculateoffset,none.none,population.calculateoffset,population.calculateoffset,population.calculateoffset
19432,2,0,1,0,iterator.hasnext,none.none,sourcefilefile.getsourcefile,iterator.hasnext,util.getpackagename
19433,1,1,1,1,boolean.parseboolean,boolean.parseboolean,boolean.parseboolean,boolean.parseboolean,boolean.parseboolean
19435,0,0,1,0,math.min,math.max,math.max,math.min,math.max
19436,1,1,1,1,math.pow,math.pow,math.pow,math.pow,math.pow
19438,1,1,1,1,class.cast,class.cast,class.cast,class.cast,class.cast
19439,1,1,1,1,"map<font,font>.put","map<font,font>.put","map<font,font>.put","map<font,font>.put","map<font,font>.put"
19443,1,1,1,1,map<integer>.put,map<integer>.put,map<integer>.put,map<integer>.put,map<integer>.put
19444,1,1,1,1,set.iterator,set.iterator,set.iterator,set.iterator,set.iterator
19445,2,0,0,1,class[].cast,none.none,class.getdeclaredconstructor,class.getdeclaredconstructor,class[].cast
19450,1,1,1,1,thread.start,thread.start,thread.start,thread.start,thread.start
19451,0,0,0,0,scanner.<init>,string.length,string.length,string.length,string.contains
19453,1,1,1,1,connection.createstatement,connection.createstatement,connection.createstatement,connection.createstatement,connection.createstatement
19455,1,1,1,1,string.split,string.split,string.split,string.split,string.split
19459,1,0,1,0,integer.<init>,integer.<init>,list.clear,integer.<init>,linkedlist.clear
19461,1,1,1,1,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext
19462,1,1,1,1,lock.unlock,lock.unlock,lock.unlock,lock.unlock,lock.unlock
19464,1,1,1,1,integer.<init>,integer.<init>,integer.<init>,integer.<init>,integer.<init>
19471,0,0,0,0,stringbuilder.<init>,arraylist.size,arraylist.size,arraylist.size,printwriter.println
19472,1,1,1,1,integer.parseint,integer.parseint,integer.parseint,integer.parseint,integer.parseint
19474,1,0,0,1,runnable.run,runnable.run,system.currenttimemillis,string.equals,runnable.run
19483,2,0,0,0,simpledateformat.<init>,none.none,"map<string,object>.keyset",runnable.<init>,"map<string,object>.size"
19485,1,0,1,1,jtextfield.gettext,jtextfield.gettext,joptionpane.showmessagedialog,jtextfield.gettext,jtextfield.gettext
19487,1,1,1,1,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext
19488,2,0,0,0,jscrollpane.<init>,none.none,jpanel.add,jscrollpane.getverticalscrollbar,jscrollpane.addmousewheellistener
19490,1,1,1,1,stringbuilder.append,stringbuilder.append,stringbuilder.append,stringbuilder.append,stringbuilder.append
19491,2,1,1,1,hashmap<a>.<init>,none.none,hashmap<a>.<init>,hashmap<a>.<init>,hashmap<a>.<init>
19493,1,1,1,1,number.instance,number.instance,number.instance,number.instance,number.instance
19496,1,1,1,1,list.remove,list.remove,list.remove,list.remove,list.remove
19497,1,1,1,1,realvector.checkvectordimensions,realvector.checkvectordimensions,realvector.checkvectordimensions,realvector.checkvectordimensions,realvector.checkvectordimensions
19498,1,1,1,1,jtextfield.<init>,jtextfield.<init>,jtextfield.<init>,jtextfield.<init>,jtextfield.<init>
19499,1,1,1,1,stack<treenode>.push,stack<treenode>.push,stack<treenode>.push,stack<treenode>.push,stack<treenode>.push
19500,1,1,1,1,jradiobuttonmenuitem.setselected,jradiobuttonmenuitem.setselected,jradiobuttonmenuitem.setselected,jradiobuttonmenuitem.setselected,jradiobuttonmenuitem.setselected
19502,1,1,0,1,gridlayout.<init>,gridlayout.<init>,gridlayout.<init>,color.<init>,gridlayout.<init>
19506,2,0,1,0,chararraywriter.<init>,none.none,system.arraycopy,chararraywriter.<init>,bytearrayinputstream.<init>
19510,2,1,1,1,util.attr,none.none,util.attr,util.attr,util.attr
19512,0,0,0,0,socket.getoutputstream,printwriter.println,socket.<init>,url.<init>,printwriter.println
19513,1,1,1,1,integer.cast,integer.cast,integer.cast,integer.cast,integer.cast
19514,0,0,0,0,zipfile.<init>,fileinputstream.<init>,fileoutputstream.<init>,fileinputstream.<init>,file.<init>
19515,2,1,1,1,source.readline,none.none,source.readline,source.readline,source.readline
19519,1,1,0,1,system.arraycopy,system.arraycopy,system.arraycopy,math.min,system.arraycopy
19520,1,1,1,1,object.getclass,object.getclass,object.getclass,object.getclass,object.getclass
19522,2,0,0,0,texthitinfo.leading,none.none,generalpath.append,generalpath.moveto,rectangle2d.getwidth
19526,1,1,1,1,basicstroke.<init>,basicstroke.<init>,basicstroke.<init>,basicstroke.<init>,basicstroke.<init>
19527,1,1,1,1,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch
19528,1,1,1,1,list.get,list.get,list.get,list.get,list.get
19529,1,1,1,1,error.<init>,error.<init>,error.<init>,error.<init>,error.<init>
19530,1,1,0,1,printstream.println,printstream.println,printstream.println,stringwriter.<init>,printstream.println
19531,1,1,1,1,math.min,math.min,math.min,math.min,math.min
19534,2,1,0,0,jfilechooser.setdialogtitle,none.none,jfilechooser.setdialogtitle,jfilechooser.setfileselectionmode,jfilechooser.setfileselectionmode
19535,0,0,0,0,treeinfo.name,list<type>.nonempty,system.arraycopy,list<type>.nonempty,treeinfo.symbol
19536,0,0,0,1,vector.trimtosize,vector.remove,vector.remove,arraylist.size,vector.trimtosize
19537,0,0,0,0,jtextarea.<init>,jtable.<init>,jtable.<init>,jtable.<init>,jtable.<init>
19538,1,0,1,1,jtable.<init>,jtable.<init>,jtextarea.<init>,jtable.<init>,jtable.<init>
19546,0,0,0,0,sort.instance,joptionpane.showmessagedialog,joptionpane.showmessagedialog,random.<init>,arraylist.size
19547,0,0,0,0,string.indexof,string.valueof,"hashmap<string,string>.<init>",arraylist<string>.<init>,string.valueof
19550,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
19551,2,1,1,1,message.displaymessage,none.none,message.displaymessage,message.displaymessage,message.displaymessage
19554,2,0,0,0,boolean[].cast,none.none,math.max,"map<object,integer>.containskey",math.max
19558,2,0,0,0,grouplayout.getcomponentinfo,none.none,grouplayout.createcomponents,grouplayout.getcomponentsize,grouplayout.createsequentialgroup
19560,2,1,1,1,compiler.getlinesfromfile,none.none,compiler.getlinesfromfile,compiler.getlinesfromfile,compiler.getlinesfromfile
19563,1,0,1,1,string.equals,string.equals,"map<string,object>.put",string.equals,string.equals
19565,2,0,0,0,propertyparser.scantoken,none.none,arraylist<string>.remove,stringbuilder.setlength,stack<string>.peek
19567,2,0,0,1,list<>.add,none.none,list<tasklistener>.add,task.contains,list<>.add
19569,2,1,1,1,vector.clear,none.none,vector.clear,vector.clear,vector.clear
19571,0,0,1,0,system.getproperty,stringbuilder.tostring,stringbuilder.tostring,system.getproperty,stringbuilder.append
19572,1,1,0,1,string.length,string.length,string.length,string.indexof,string.length
19574,1,1,1,1,thread.start,thread.start,thread.start,thread.start,thread.start
19576,0,0,1,0,arraylist<integer>.remove,list.remove,list.remove,arraylist<integer>.remove,list.remove
19578,1,1,1,1,string.trim,string.trim,string.trim,string.trim,string.trim
19579,1,1,1,1,file.cast,file.cast,file.cast,file.cast,file.cast
19581,1,1,1,1,boolean.cast,boolean.cast,boolean.cast,boolean.cast,boolean.cast
19583,1,1,1,1,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch
19588,1,1,1,1,qname.getlocalpart,qname.getlocalpart,qname.getlocalpart,qname.getlocalpart,qname.getlocalpart
19589,0,0,0,0,system.arraycopy,integer.parseint,integer.parseint,string.startswith,arrays.aslist
19592,1,1,0,1,cell.<init>,cell.<init>,cell.<init>,arraylist<cell>.<init>,cell.<init>
19593,1,1,1,1,generalpath.lineto,generalpath.lineto,generalpath.lineto,generalpath.lineto,generalpath.lineto
19595,1,1,1,1,arraylist<integer>.<init>,arraylist<integer>.<init>,arraylist<integer>.<init>,arraylist<integer>.<init>,arraylist<integer>.<init>
19598,0,0,0,1,node.tostring,node.equals,node.equals,node.equals,node.tostring
19599,2,1,0,1,collectioncertstoreparameters.<init>,none.none,collectioncertstoreparameters.<init>,certstore.getinstance,collectioncertstoreparameters.<init>
19600,1,0,0,1,inputstream.read,inputstream.read,arraylist<integer>.add,string.equals,inputstream.read
19601,2,1,1,1,element.equals,none.none,element.equals,element.equals,element.equals
19603,1,1,1,1,base64.encode3to4,base64.encode3to4,base64.encode3to4,base64.encode3to4,base64.encode3to4
19606,0,0,0,0,jlabel.<init>,jbutton.<init>,jbutton.<init>,jbutton.<init>,jbutton.<init>
19607,1,1,1,1,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext,iterator.hasnext
19608,1,1,1,1,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append
19609,1,1,1,1,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append
19610,1,1,1,1,method.invoke,method.invoke,method.invoke,method.invoke,method.invoke
19613,1,1,1,1,string.cast,string.cast,string.cast,string.cast,string.cast
19617,2,0,0,0,samplemodel.getnumbands,none.none,indexcolormodel.instance,componentsamplemodel.getnumbands,memoryblock.instance
19618,0,0,0,0,random.nextint,math.max,math.min,map<string>.containskey,math.max
19621,1,1,1,1,utils.eq,utils.eq,utils.eq,utils.eq,utils.eq
19626,2,1,1,1,lexer.yylength,none.none,lexer.yylength,lexer.yylength,lexer.yylength
19627,2,1,1,1,stringcharacteriterator.<init>,none.none,stringcharacteriterator.<init>,stringcharacteriterator.<init>,stringcharacteriterator.<init>
19630,1,1,1,1,resultset.next,resultset.next,resultset.next,resultset.next,resultset.next
19633,1,1,1,1,stringbuilder.setlength,stringbuilder.setlength,stringbuilder.setlength,stringbuilder.setlength,stringbuilder.setlength
19634,2,1,1,1,arraylist<object[]>.size,none.none,arraylist<object[]>.size,arraylist<object[]>.size,arraylist<object[]>.size
19635,1,1,1,1,iterator.next,iterator.next,iterator.next,iterator.next,iterator.next
19636,1,1,0,1,statement.execute,statement.execute,statement.execute,connection.createstatement,statement.execute
19637,2,1,1,1,uri.getquery,none.none,uri.getquery,uri.getquery,uri.getquery
19638,1,0,1,1,jtable.registerkeyboardaction,jtable.registerkeyboardaction,toolkit.getdefaulttoolkit,jtable.registerkeyboardaction,jtable.registerkeyboardaction
19639,0,0,0,1,set.contains,set<string>.contains,joptionpane.showmessagedialog,set<string>.contains,set.contains
19640,1,1,1,1,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch,connection.dispatch
19641,1,0,1,0,bufferedreader.read,bufferedreader.read,reader.read,bufferedreader.read,character.iswhitespace
19647,1,1,1,1,inputstream.read,inputstream.read,inputstream.read,inputstream.read,inputstream.read
19648,2,1,1,1,tostream.setdoctypesystem,none.none,tostream.setdoctypesystem,tostream.setdoctypesystem,tostream.setdoctypesystem
19650,1,1,1,1,saxparser.parse,saxparser.parse,saxparser.parse,saxparser.parse,saxparser.parse
19652,1,1,1,1,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext
19653,1,0,1,1,vector.size,vector.size,class.forname,vector.size,vector.size
19654,1,1,1,1,attributesimpl.badindex,attributesimpl.badindex,attributesimpl.badindex,attributesimpl.badindex,attributesimpl.badindex
19656,1,1,1,1,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append
19659,1,1,1,1,color.getblue,color.getblue,color.getblue,color.getblue,color.getblue
19662,1,1,1,1,point.<init>,point.<init>,point.<init>,point.<init>,point.<init>
19663,0,0,0,0,string.length,string.equals,string.equals,bytearrayinputstream.<init>,string.equals
19664,1,1,1,1,configuration.<init>,configuration.<init>,configuration.<init>,configuration.<init>,configuration.<init>
19665,1,1,1,1,objectinputstream.close,objectinputstream.close,objectinputstream.close,objectinputstream.close,objectinputstream.close
19668,2,1,1,1,executable.getglobalvariablemap,none.none,executable.getglobalvariablemap,executable.getglobalvariablemap,executable.getglobalvariablemap
19671,0,0,0,0,list.contains,list.add,list.add,list.add,arraylist.add
19672,1,1,1,1,set.iterator,set.iterator,set.iterator,set.iterator,set.iterator
19673,2,1,1,1,list<bufferedimage>.get,none.none,list<bufferedimage>.get,list<bufferedimage>.get,list<bufferedimage>.get
19674,1,1,1,1,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast,jaxbelement<string>.cast
19677,0,0,0,0,string.split,string.trim,string.replace,string.indexof,string.trim
19678,1,1,1,1,vector.contains,vector.contains,vector.contains,vector.contains,vector.contains
19679,1,1,1,1,string.charat,string.charat,string.charat,string.charat,string.charat
19680,2,1,1,1,objectpool<integer>.borrowobject,none.none,objectpool<integer>.borrowobject,objectpool<integer>.borrowobject,objectpool<integer>.borrowobject
19683,1,1,1,1,enumeration.nextelement,enumeration.nextelement,enumeration.nextelement,enumeration.nextelement,enumeration.nextelement
19684,0,0,0,0,arraylist<double[]>.<init>,list.add,list.add,list.add,list.add
19686,2,1,1,1,collection<event>.size,none.none,collection<event>.size,collection<event>.size,collection<event>.size
19687,1,1,1,1,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext,jlabel.settext
19688,1,1,1,1,httpurlconnection.cast,httpurlconnection.cast,httpurlconnection.cast,httpurlconnection.cast,httpurlconnection.cast
19689,2,1,1,1,message.div4,none.none,message.div4,message.div4,message.div4
19691,0,0,0,1,arraylist.get,arraylist.<init>,arraylist.<init>,arraylist.<init>,arraylist.get
19692,2,1,1,1,list<highlight>.get,none.none,list<highlight>.get,list<highlight>.get,list<highlight>.get
19694,2,0,0,0,configuration.getdefaultlanguage,none.none,pattern.matcher,configuration.getlanguage,configuration.getplatform
19696,1,1,1,1,windowadapter.<init>,windowadapter.<init>,windowadapter.<init>,windowadapter.<init>,windowadapter.<init>
19698,2,1,1,1,storage.getstartblock,none.none,storage.getstartblock,storage.getstartblock,storage.getstartblock
19699,0,0,0,0,vector.add,random.nextint,random.nextint,random.nextint,math.random
19700,2,0,0,0,configuration.getint,none.none,configuration.getstring,configuration.containskey,configuration.getinstance
19701,1,1,1,1,class.getname,class.getname,class.getname,class.getname,class.getname
19705,2,1,1,1,character.fordigit,none.none,character.fordigit,character.fordigit,character.fordigit
19706,1,1,1,1,string.instance,string.instance,string.instance,string.instance,string.instance
19708,1,1,1,1,qname.<init>,qname.<init>,qname.<init>,qname.<init>,qname.<init>
19712,1,1,1,1,vector.add,vector.add,vector.add,vector.add,vector.add
19713,1,1,1,1,double.isnan,double.isnan,double.isnan,double.isnan,double.isnan
19718,1,1,1,1,hashset.add,hashset.add,hashset.add,hashset.add,hashset.add
19719,1,1,1,1,content.addcontent,content.addcontent,content.addcontent,content.addcontent,content.addcontent
19720,1,1,1,1,stringvalue.<init>,stringvalue.<init>,stringvalue.<init>,stringvalue.<init>,stringvalue.<init>
19721,0,0,0,0,string.matches,stringbuffer.append,stringbuffer.append,stringbuffer.append,stringbuffer.append
19722,1,1,1,1,datetime.calendar,datetime.calendar,datetime.calendar,datetime.calendar,datetime.calendar
19725,2,0,0,0,system.currenttimemillis,none.none,date.<init>,long.<init>,long.valueof
19726,2,0,0,0,charset.defaultcharset,none.none,arraylist.add,userdefinedfileattributeview.getattribute,arrays.aslist
19733,1,1,1,1,jpanel.<init>,jpanel.<init>,jpanel.<init>,jpanel.<init>,jpanel.<init>
19735,2,0,1,0,vertex._initedges,none.none,vertex._inedges,vertex._initedges,vertex._inedges
19736,0,0,0,0,jlabel.<init>,jbutton.settext,jpasswordfield.<init>,jpanel.setborder,jbutton.settext
19737,2,1,1,1,utilities.getelementsbytagname,none.none,utilities.getelementsbytagname,utilities.getelementsbytagname,utilities.getelementsbytagname
19738,0,0,0,0,collections.swap,list.size,list.size,list.size,node.<init>
19741,1,1,1,1,documentbuilderfactory.newdocumentbuilder,documentbuilderfactory.newdocumentbuilder,documentbuilderfactory.newdocumentbuilder,documentbuilderfactory.newdocumentbuilder,documentbuilderfactory.newdocumentbuilder
19743,2,1,1,1,task.processrequest,none.none,task.processrequest,task.processrequest,task.processrequest
19746,1,1,0,1,scanner.next,scanner.next,scanner.next,scanner.nextline,scanner.next
19747,1,1,1,1,actionlistener.<init>,actionlistener.<init>,actionlistener.<init>,actionlistener.<init>,actionlistener.<init>
19750,1,1,1,1,stack.isempty,stack.isempty,stack.isempty,stack.isempty,stack.isempty
19751,1,1,1,1,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy,system.arraycopy
19753,0,0,0,0,collections.sort,list<string>.size,list<string>.size,list<string>.size,list<string>.size
19754,0,0,0,0,tablerow.getdouble,object.tostring,integer.tostring,jtable.getvalueat,object.tostring
19755,0,0,0,0,jpanel.<init>,jframe.setdefaultcloseoperation,jframe.pack,jframe.setdefaultcloseoperation,jframe.getcontentpane
19757,2,1,1,1,iterator<constant>.hasnext,none.none,iterator<constant>.hasnext,iterator<constant>.hasnext,iterator<constant>.hasnext
19758,1,1,1,1,bufferedimage.getheight,bufferedimage.getheight,bufferedimage.getheight,bufferedimage.getheight,bufferedimage.getheight
19760,2,1,1,1,semaphore.p,none.none,semaphore.p,semaphore.p,semaphore.p
19761,1,1,0,1,map<string>.get,map<string>.get,map<string>.get,"map<string,object>.cast",map<string>.get
19764,2,0,0,0,bytebuffer.getint,none.none,lock.unlock,condition.signal,lock.unlock
19765,2,1,1,1,enumeration<networkinterface>.nextelement,none.none,enumeration<networkinterface>.nextelement,enumeration<networkinterface>.nextelement,enumeration<networkinterface>.nextelement
19768,1,0,1,1,swingutilities.convertmouseevent,swingutilities.convertmouseevent,mouseevent.getpoint,swingutilities.convertmouseevent,swingutilities.convertmouseevent
19771,0,0,0,0,bigdecimal.divide,bigdecimal.<init>,bigdecimal.<init>,bigdecimal.<init>,bigdecimal.<init>
19772,0,0,0,0,match.captures,list<string>.size,list<string>.size,integer.tostring,list<string>.size
19773,1,1,1,1,collection.add,collection.add,collection.add,collection.add,collection.add
19775,0,0,0,0,gridlayout.<init>,jpanel.<init>,imageicon.<init>,jpanel.<init>,jpanel.<init>
19777,0,0,1,0,runtime.getruntime,filewriter.<init>,filewriter.<init>,runtime.getruntime,file.exists
19778,2,0,0,0,principal.gettable_importar,none.none,principal.getjscrollpane,principal.getclass,principal.gettable_exportar
19780,2,1,1,1,permission.getname,none.none,permission.getname,permission.getname,permission.getname
19781,1,1,1,1,iterator.next,iterator.next,iterator.next,iterator.next,iterator.next
19785,2,0,0,0,system.currenttimemillis,none.none,task.firepropertychange,task.getresourcemap,task.firepropertychange
19787,0,0,0,0,"hashmap<string,string>.<init>",url.openconnection,thread.sleep,url.openconnection,string.isempty
19789,2,0,0,0,constant.cast,none.none,vector.elementat,constantclass.cast,object.getclass
19790,2,1,1,1,charbuffer.instance,none.none,charbuffer.instance,charbuffer.instance,charbuffer.instance
19792,1,1,1,1,serializerbase.flushmywriter,serializerbase.flushmywriter,serializerbase.flushmywriter,serializerbase.flushmywriter,serializerbase.flushmywriter
19793,2,1,1,1,message>.cast,none.none,message>.cast,message>.cast,message>.cast
19794,2,1,1,1,quaternion.torotationmatrix,none.none,quaternion.torotationmatrix,quaternion.torotationmatrix,quaternion.torotationmatrix
19795,0,0,0,0,thread.sleep,error.instance,lock.lock,error.instance,string.format
19802,0,0,0,0,charset.defaultcharset,inputstreamreader.<init>,inputstreamreader.<init>,inputstreamreader.<init>,inputstreamreader.<init>
19804,2,0,0,0,file.<init>,none.none,configparser.loadtoolscript,arraylist<string>.<init>,configparser.loadtoolscript
19805,1,1,1,1,string.<init>,string.<init>,string.<init>,string.<init>,string.<init>
19806,2,0,0,1,celleditor.removelistener,none.none,celleditor.removecontrollistener,listselectionlistener.<init>,celleditor.removelistener
19807,1,1,1,1,properties.cast,properties.cast,properties.cast,properties.cast,properties.cast
19808,2,0,0,0,socket.getoutputstream,none.none,random.<init>,socket.getinputstream,linkedblockingqueue.<init>
19810,1,1,1,1,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring
19813,1,1,1,1,elementscanner6.scan,elementscanner6.scan,elementscanner6.scan,elementscanner6.scan,elementscanner6.scan
19814,1,1,1,1,link.getbaudrate,link.getbaudrate,link.getbaudrate,link.getbaudrate,link.getbaudrate
19816,2,0,0,1,canvas.getjcomponent,none.none,canvas.getdisplay,canvas.getglasspane,canvas.getjcomponent
19818,1,1,1,1,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring,stringbuffer.tostring
19819,2,0,0,1,state.setimagesize,none.none,file.<init>,jfilechooser.<init>,state.setimagesize
19821,0,0,0,1,string.split,string.length,string.length,string.length,string.split
